102.51	102.57	101.9	102.2	61308500
102.22	102.49	101.13	102.17	58206310
101.84	102.92	101.6	101.7	69805260
100.98	101.26	99.63	99.7	112248310
98.63	99.11	97.63	97.78	103561390
98.21	98.74	97.05	97.36	79434430
97.91	98.98	95.73	95.98	119457690
96.17	96.69	94.4	95.8	129968320
95.81	96.27	94.43	94.7	101764150
94.94	95.89	94.55	94.66	80958490
93.53	94.48	93.25	94.07	93253550
94.31	95.65	94.01	95.45	90052780
95.79	96.81	95.65	96.62	75844680
97	97.36	96.11	96.53	77422640
96.93	97.08	95.42	95.47	67475180
95.93	96.65	95.51	96.12	54494820
96.88	97.14	96.15	96.84	69415130
96.35	96.69	95.3	95.5	61711220
95.81	96.84	95.7	96.65	63293070
97.11	98.08	97.09	97.49	54516030
97.5	97.95	96.55	96.62	56507370
96.51	96.59	94.53	94.9	78880090
94.14	94.76	93.61	94.63	71842660
95.03	95.44	94.51	95	51882710
95	95.09	94.06	94.69	47770930
95.24	95.48	93.32	94.17	74366490
94.3	94.59	91.85	92.29	90137500
92.5	92.61	89.4	90.12	127765610
90.16	91.42	88.87	91.16	111397500
85.43	86.84	74.96	77.57	425351620
78.5	83.9	77.17	81.55	371675100
82.38	82.77	80.12	81.46	175025610
81.67	83.81	76.56	80.24	281239140
80	81.46	78.34	79.99	189902710
79.1	79.75	76.39	76.57	149382470
75.95	76.36	72.35	72.46	225749030
73.5	73.89	68.87	69.84	255804680
68	71.75	65.33	71.75	345592550
72.52	77.12	71.87	76.97	342638310
77.59	81.96	75.64	81.43	295403160
81.58	82.6	79.13	80.83	257068520
79.53	81.27	78.43	79.5	187068190
77.18	78.51	76.1	78.47	205929320
78.47	80.38	77.82	78.29	167001610
78.79	81.97	77.34	81.85	251405660
82.09	84.34	82.02	82.56	228863330
82.17	82.72	79.2	79.88	184234530
80.41	81.96	79.67	81.47	151787230
81.38	83.8	81.12	83.8	178306630
84.02	84.68	82.75	83.88	154794710
83.99	84.18	81.44	82.67	143012870
82.87	83.39	81.21	81.51	127696690
81.92	83.3	80.85	82.98	147012990
81.87	81.87	78.87	79.95	236516810
79.83	80	78.51	79.41	163430380
79.81	80.1	77.75	78.85	161285600
79.23	80.44	78.51	79.9	178195550
78.71	80.07	77.65	79.75	153404510
79.11	79.11	77.5	78.35	190436280
78	78.34	75.1	75.2	190435090
75.95	76.5	73.62	76.13	271631300
